CSEE 2015 SCHOOL RANKING - CENTRE WITH 40 AND MORE CANDIDATES,,,,,,,,,,
"KEY: BAND1: GPA 1 to 1.499, BAND2: 1.5 to 1.999 , BAND3: 2 to 2.499, BAND4: 2.5 to 2.999, BAND5: 3 to 3.499, BAND6: 3.5 to 3.999, BAND7: 4 to 4.299,    BAND8: 4.3 to 4.499, BAND9:4.5 to 4.699, BAND10: 4.7 to 5",,,,,,,,,,
S4898,NYAMWIGURA SECONDARY SCHOOL,MARA ,77,74,48,4.2377,7,,1579,
S4580,MAMA KARI SECONDARY SCHOOL,MANYARA,68,64,38,4.2381,7,8,1580,1382
S3280,LUMALA SECONDARY SCHOOL,MWANZA,244,212,143,4.2388,7,7,1581,460
S0792,MANGAKA SECONDARY SCHOOL,MTWARA,57,51,34,4.2388,7,8,1582,1143
S2003,NYAKAMWAGA SECONDARY SCHOOL,GEITA,61,60,43,4.2388,7,8,1583,1358
S3692,KINKATI SECONDARY SCHOOL,KIGOMA,107,92,67,4.2391,7,8,1584,1214
S2838,KWAIKURU SECONDARY SCHOOL,KILIMANJARO,100,83,61,4.2393,7,8,1585,1460
S0741,ITENDE SECONDARY SCHOOL,MBEYA,102,91,56,4.2394,7,8,1586,988
S3273,BILELE SECONDARY SCHOOL,KAGERA,120,104,69,4.2395,7,8,1587,1391
S4000,FT SUMAYE SECONDARY SCHOOL,MANYARA,100,91,59,4.2398,7,8,1588,1712
S1046,TUMBATU SECONDARY SCHOOL,UNGUJA,48,48,42,4.2403,7,8,1589,1357
S3489,SUMAYE SECONDARY SCHOOL,MANYARA,54,53,35,4.2404,7,8,1590,999
S3062,BUSINDE SECONDARY SCHOOL,KAGERA,68,61,40,4.2405,7,8,1591,1641
S1370,WEL WEL SECONDARY SCHOOL,ARUSHA,146,143,77,4.2417,7,8,1592,1961
S1741,CHAMAZI DAY SECONDARY SCHOOL,DAR ES SALAAM,572,470,305,4.2417,7,7,1593,762
S3772,REBU SECONDARY SCHOOL,MARA ,225,213,123,4.2418,7,8,1594,1474
S1981,HIRBADAW SECONDARY SCHOOL,MANYARA,46,45,35,4.2421,7,8,1595,1760
S1810,MUHARURO SECONDARY SCHOOL,KIGOMA,89,88,60,4.2421,7,8,1596,1807
S4384,SOMBETINI SECONDARY SCHOOL,ARUSHA,246,232,163,4.2422,7,7,1597,550
S4987,SOHEDA SECONDARY SCHOOL,MANYARA,56,55,36,4.2427,7,8,1598,1704
S2226,MASISIWE SECONDARY SCHOOL,IRINGA,57,55,43,4.2429,7,8,1599,1338
S2918,ARRITSAAYO SECONDARY SCHOOL,MANYARA,61,61,36,4.2436,7,9,1600,2232
S0501,UWELENI SECONDARY SCHOOL,PEMBA,126,125,92,4.2446,7,8,1601,1832
S1508,SELYA SECONDARY SCHOOL,MBEYA,128,125,83,4.2448,7,8,1602,1408
S3391,DOMEL  SECONDARY SCHOOL,ARUSHA,60,48,29,4.2453,7,7,1603,314
S2856,MAKIIDI SECONDARY SCHOOL,KILIMANJARO,90,79,51,4.2457,7,8,1604,756
S1240,DAKAMA SECONDARY SCHOOL,SHINYANGA,78,69,47,4.2463,7,7,1605,754
S1332,MAHONGOLE SECONDARY SCHOOL,NJOMBE,87,83,56,4.2465,7,8,1606,1551
S1550,QAMEYU SECONDARY SCHOOL,MANYARA,87,84,57,4.2465,7,7,1607,959
S3048,KILOLELI SECONDARY SCHOOL,MWANZA,236,190,133,4.2471,7,8,1608,1248
S1065,MWEMA SECONDARY SCHOOL,MARA ,62,57,40,4.2473,7,8,1609,1448
S0354,JITENGENI SECONDARY SCHOOL,KILIMANJARO,101,100,64,4.2476,7,9,1610,2248
S3162,KIBIMBA SECONDARY SCHOOL,KAGERA,78,75,57,4.2481,7,8,1611,875
S4357,MLIMANI SUMAWE SECONDARY SCHOOL,ARUSHA,89,76,45,4.2483,7,7,1612,938
S2786,NG'HAYA SECONDARY SCHOOL,MWANZA,98,96,63,4.2483,7,8,1613,1385
S0705,LUPILA SECONDARY SCHOOL,NJOMBE,47,47,32,4.2484,7,7,1614,377
S0616,MWANDIGA SECONDARY SCHOOL,KIGOMA,140,130,84,4.2488,7,8,1615,1478
S4269,UCHUNGA SECONDARY SCHOOL,SHINYANGA,51,41,27,4.2489,7,7,1616,504
S1245,KAINAM SECONDARY SCHOOL,MANYARA,133,128,78,4.249,7,8,1617,1131
S2423,KYERWA SECONDARY SCHOOL,KAGERA,67,66,39,4.2491,7,7,1618,632
S4899,BOMANI SECONDARY SCHOOL,MARA ,149,143,108,4.2495,7,,1619,
S1103,BUSONGO SECONDARY SCHOOL,MWANZA,70,68,45,4.2495,7,8,1620,1362
S1984,AYATSEA SECONDARY SCHOOL,MANYARA,53,50,29,4.2495,7,8,1621,1574
S1853,KIGHARE SECONDARY SCHOOL,KILIMANJARO,124,117,81,4.2496,7,7,1622,431
S1809,BUHA SECONDARY SCHOOL,KIGOMA,40,39,31,4.2498,7,8,1623,841
S1098,MAJI YA CHAI SECONDARY SCHOOL,ARUSHA,105,101,60,4.2502,7,8,1624,1098
S0617,LUSANGA SECONDARY SCHOOL,MOROGORO,84,80,52,4.2503,7,8,1625,1495
S3503,MWENDAKULIMA SECONDARY SCHOOL,SHINYANGA,114,105,66,4.2505,7,7,1626,591
S1288,HAI SECONDARY SCHOOL,KILIMANJARO,260,215,133,4.2506,7,7,1627,732
S3437,KYIMO SECONDARY SCHOOL,MBEYA,177,173,116,4.2508,7,8,1628,1510
S2970,INALO SECONDARY SCHOOL,SIMIYU,43,42,26,4.2509,7,8,1629,898
S1429,MATIRI SECONDARY SCHOOL,RUVUMA,44,43,30,4.251,7,8,1630,1537
S1069,MLANGALI SECONDARY SCHOOL,MBEYA,87,81,56,4.251,7,7,1631,918
S2501,KISIBA SECONDARY SCHOOL,MBEYA,67,66,49,4.251,7,8,1632,1001
S1638,MTERA DAM SECONDARY SCHOOL,DODOMA,47,36,25,4.2512,7,8,1633,869
S1063,MULBADAW SECONDARY SCHOOL,MANYARA,107,100,69,4.2512,7,8,1634,1564
S3212,MIKESE SECONDARY SCHOOL,MOROGORO,128,60,47,4.2518,7,9,1635,2262
S2864,MWANIHANA SECONDARY SCHOOL,MOROGORO,66,66,37,4.2518,7,8,1636,1344
S3899,SHIBOLYA SECONDARY SCHOOL,MBEYA,97,86,58,4.2524,7,7,1637,481
S1126,MINZIRO SECONDARY SCHOOL,KAGERA,79,78,51,4.2525,7,8,1638,670
S4320,KANYONZA SECONDARY SCHOOL,KIGOMA,69,67,45,4.2528,7,8,1639,1464
S0974,NELA SECONDARY SCHOOL,MWANZA,105,99,56,4.2529,7,8,1640,1435
S2788,NYANGWE SECONDARY SCHOOL,SIMIYU,95,93,68,4.2535,7,8,1641,1971
S1154,MNAZI SECONDARY SCHOOL,TANGA,63,54,36,4.2535,7,9,1642,2313
S0173,NYAMILAMA SECONDARY SCHOOL,MWANZA,163,162,96,4.2535,7,8,1643,1184
S0360,KISHOJU SECONDARY SCHOOL,KAGERA,172,120,83,4.2542,7,8,1644,2112
S2674,LUKANGAO SECONDARY SCHOOL,RUKWA,54,27,21,4.2545,7,8,1645,957
S1038,J.K. NYERERE SECONDARY SCHOOL,KILIMANJARO,365,321,198,4.2545,7,7,1646,511
S2766,KINYEREZI SECONDARY SCHOOL,DAR ES SALAAM,379,324,187,4.2546,7,8,1647,1509
S4997,MIKINDANI DOLE SECONDARY SCHOOL,UNGUJA,71,70,58,4.2547,7,9,1648,2170
S0328,MAWENZI SECONDARY SCHOOL,KILIMANJARO,338,317,198,4.2548,7,8,1649,985
S1771,VUMILIA SECONDARY SCHOOL,TABORA,53,42,30,4.2552,7,8,1650,1019
S1337,SUMAYE SECONDARY SCHOOL,MOROGORO,146,125,76,4.2559,7,7,1651,779
S3585,SOLWA SECONDARY SCHOOL,SHINYANGA,82,75,56,4.256,7,8,1652,1256
S3940,SUNUKA   SECONDARY SCHOOL,KIGOMA,41,33,23,4.2562,7,9,1653,2045
S0924,IKUNGI SECONDARY SCHOOL,SINGIDA,141,141,102,4.2562,7,8,1654,1367
S1833,KITUNTU SECONDARY SCHOOL,KAGERA,209,174,111,4.2564,7,8,1655,1608
S3359,SIKANDA SECONDARY SCHOOL,TABORA,141,124,79,4.2568,7,8,1656,1416
S4118,KANYENYE SECONDARY SCHOOL,TABORA,94,83,56,4.2568,7,7,1657,911
S3389,KILIMAMOJA  SECONDARY SCHOOL,ARUSHA,58,55,30,4.257,7,8,1658,1867
S4041,KAZAROHO SECONDARY SCHOOL,TABORA,64,63,47,4.2573,7,8,1659,1081
S2387,NEEMA SECONDARY SCHOOL,KILIMANJARO,71,71,45,4.2574,7,8,1660,1122
S3829,MADILU SECONDARY SCHOOL,NJOMBE,56,56,38,4.2578,7,8,1661,678
S2118,KONGOLO SECONDARY SCHOOL,MWANZA,49,44,27,4.2587,7,8,1662,1596
S1116,MTIPE SECONDARY SCHOOL,RUKWA,55,48,31,4.2588,7,7,1663,974
S0932,KITULI SECONDARY SCHOOL,SHINYANGA,117,113,76,4.2589,7,7,1664,543
S3533,KAWE UKWAMANI SECONDARY SCHOOL,DAR ES SALAAM,307,279,175,4.2596,7,8,1665,1409
S3948,ENDUIMET SECONDARY SCHOOL,ARUSHA,134,91,58,4.26,7,8,1666,1410
S2017,KILULU SECONDARY SCHOOL,TANGA,70,64,35,4.2601,7,8,1667,1218
S3597,KISABA SECONDARY SCHOOL,TANGA,97,94,62,4.2603,7,8,1668,1085
S2242,NYALUHANDE DAY SECONDARY SCHOOL,SIMIYU,57,50,35,4.2604,7,8,1669,1801
S0887,INYONGA SECONDARY SCHOOL,KATAVI,63,60,43,4.2604,7,8,1670,663
S1492,KYEJO SECONDARY SCHOOL,MBEYA,97,94,59,4.2604,7,8,1671,1637
S1687,MSARANGA SECONDARY SCHOOL,KILIMANJARO,205,203,122,4.2605,7,8,1672,990
S3643,LUPOTO SECONDARY SCHOOL,MBEYA,172,159,109,4.2607,7,8,1673,1222
S2018,BUSTANI DAY SECONDARY SCHOOL,KILIMANJARO,137,104,70,4.2608,7,7,1674,454
S1873,SONGWE SECONDARY SCHOOL,MBEYA,258,244,155,4.2608,7,8,1675,1377
S2394,MSAFIRI SECONDARY SCHOOL,PWANI,86,63,45,4.2611,7,7,1676,810
S3794,NYANKUMBU SECONDARY SCHOOL,GEITA,128,119,80,4.2611,7,8,1677,1019
S2265,ELERAI SECONDARY SCHOOL,ARUSHA,337,277,145,4.2611,7,8,1678,989
S0400,SHAMIANI SECONDARY SCHOOL,PEMBA,94,91,70,4.2612,7,8,1679,2083
S1754,FOREST SECONDARY SCHOOL,MBEYA,180,174,110,4.2616,7,7,1680,763
S2327,AZIMIO SECONDARY SCHOOL,DODOMA,172,155,100,4.2617,7,7,1681,927
S4032,KWAKILOSA SECONDARY SCHOOL ,IRINGA,107,103,68,4.2617,7,8,1682,1218
S2896,IHUMWA SECONDARY SCHOOL,DODOMA,80,75,50,4.2619,7,8,1683,949
S1452,CHAMRIHO SECONDARY SCHOOL,MARA ,59,46,28,4.2622,7,8,1684,1841
S1516,MBEMBA SECONDARY SCHOOL,MTWARA,69,58,32,4.2625,7,8,1685,781
S2005,IKHOHO SECONDARY SCHOOL,MBEYA,76,68,50,4.2626,7,8,1686,1558
S4659,SHANWE SECONDARY SCHOOL,KATAVI,103,70,44,4.263,7,8,1687,1207
S0951,MLOWA BARABARANI SECONDARY SCHOOL,DODOMA,132,129,74,4.2634,7,8,1688,1854
S4841,CHANJI SECONDARY SCHOOL,RUKWA,147,131,77,4.2637,7,7,1689,719
S4598,MAKOKA SECONDARY SCHOOL,DAR ES SALAAM,258,143,97,4.264,7,8,1690,1420
S1277,BEMKO SECONDARY SCHOOL,KILIMANJARO,94,90,66,4.2643,7,9,1691,2192
S3201,BOKELA SECONDARY SCHOOL,MOROGORO,72,62,44,4.2645,7,8,1692,1494
S4148,KAHUNGA SECONDARY SCHOOL,KIGOMA,81,78,56,4.2645,7,7,1693,747
S3352,NDALA SECONDARY SCHOOL,SHINYANGA,72,53,35,4.2649,7,7,1694,936
S3737,ITUMBA SECONDARY SCHOOL,MBEYA,82,81,50,4.2651,7,8,1695,1194
S1742,LUBANGA SECONDARY SCHOOL,GEITA,52,51,35,4.2655,7,8,1696,1833
S3282,MAISOME SECONDARY SCHOOL,MWANZA,54,48,28,4.2656,7,9,1697,2287
S3405,BUMILAYINGA SECONDARY SCHOOL,IRINGA,59,57,40,4.2656,7,8,1698,905
S3783,KASIMBA SECONDARY SCHOOL,KATAVI,85,76,45,4.2658,7,8,1699,934
S0914,MUYAMA SECONDARY SCHOOL,KIGOMA,44,42,31,4.266,7,9,1700,1988
S2941,KWEHANGALA SECONDARY SCHOOL,TANGA,68,68,43,4.2662,7,7,1701,612
S3472,SOITSAMBU  SECONDARY SCHOOL,ARUSHA,89,84,52,4.2664,7,8,1702,1811
S2685,NSENGA SECONDARY SCHOOL,MBEYA,68,64,39,4.2665,7,8,1703,1306
S1644,KILIMANI SECONDARY SCHOOL,KILIMANJARO,109,106,67,4.2671,7,8,1704,1240
S1925,NGOKOLO SECONDARY SCHOOL,SHINYANGA,230,201,127,4.2673,7,7,1705,554
S1851,MBAMBI SECONDARY SCHOOL,RUVUMA,101,87,58,4.2682,7,9,1706,2289
S2146,KAMPALA SECONDARY SCHOOL,TABORA,81,74,48,4.2683,7,8,1707,1394
S0796,MCHANGAMDOGO SECONDARY SCHOOL,PEMBA,128,127,103,4.2685,7,8,1708,1948
S4999,MLIMANI MATEMWE SECONDARY SCHOOL,UNGUJA,66,61,46,4.2686,7,9,1709,2244
S4557,KINGEGE SECONDARY SCHOOL,IRINGA,55,53,41,4.2688,7,7,1710,748
S0936,KALIUA SECONDARY SCHOOL,TABORA,237,223,149,4.269,7,7,1711,644
S0915,MWELI SECONDARY SCHOOL,SHINYANGA,44,33,24,4.2697,7,8,1712,719
S1367,HALE SECONDARY SCHOOL,TANGA,83,73,48,4.2699,7,9,1713,2159
S0955,ISAGEHE SECONDARY SCHOOL,SHINYANGA,204,177,115,4.2701,7,7,1714,718
S3379,NORINI  SECONDARY SCHOOL,DODOMA,57,28,17,4.2702,7,8,1715,1934
S3788,UYUMBU SECONDARY SCHOOL,TABORA,60,42,27,4.2702,7,8,1716,770
S3770,KICHEMA SECONDARY SCHOOL,RUKWA,48,45,31,4.2706,7,8,1717,825
S2065,MBEBE SECONDARY SCHOOL,MBEYA,51,48,35,4.2706,7,8,1718,1279
S3354,MWAMALILI SECONDARY SCHOOL,SHINYANGA,42,41,33,4.2708,7,8,1719,883
S4468,HAMPANGALA SECONDARY SCHOOL,MBEYA,92,77,49,4.2711,7,8,1720,1072
S4715,KETEWAKA SECONDARY SCHOOL,NJOMBE,40,38,28,4.2714,7,8,1721,1474
S3236,KISOTA SECONDARY SCHOOL,DAR ES SALAAM,248,182,127,4.2715,7,8,1722,1773
S4279,NKINGA SECONDARY SCHOOL,TABORA,91,80,56,4.2722,7,8,1723,1263
S3159,NDOMBA SECONDARY SCHOOL,KAGERA,52,50,39,4.2725,7,7,1724,370
S3366,BUKINDO SECONDARY SCHOOL,MWANZA,102,98,71,4.2728,7,8,1725,912
S2782,NJIRO SECONDARY SCHOOL,ARUSHA,110,109,76,4.2729,7,8,1726,1643
S2313,MWIGUNDU SECONDARY SCHOOL,MARA ,99,86,62,4.2731,7,8,1727,1505
S1454,LONDONI SECONDARY SCHOOL,RUVUMA,170,163,103,4.2732,7,8,1728,1477
S5203,LEKULE SECONDARY SCHOOL,ARUSHA,70,69,47,4.2733,7,,1729,
S3760,GICHAMEDA SECONDARY SCHOOL,MANYARA,62,54,35,4.2739,7,7,1730,503
S3725,FELIX MREMA  SECONDARY SCHOOL,ARUSHA,298,284,183,4.2739,7,8,1731,1114
S3021,ISELA SECONDARY SCHOOL,SHINYANGA,61,58,37,4.2744,7,8,1732,1116
S3626,USINGE SECONDARY SCHOOL,TABORA,90,54,36,4.2744,7,8,1733,1403
S2203,MANDEWA SECONDARY SCHOOL,SINGIDA,83,72,47,4.2752,7,8,1734,1368
S1775,BUYAGU SECONDARY SCHOOL,MWANZA,67,59,40,4.2753,7,8,1735,895
S3001,BUKENE SECONDARY SCHOOL,TABORA,51,43,24,4.2755,7,8,1736,892
S3757,GUSE SECONDARY SCHOOL,MANYARA,40,38,23,4.2757,7,8,1737,1257
S0427,MAKAMBAKO SECONDARY SCHOOL,NJOMBE,212,177,97,4.2758,7,8,1738,1447
S2680,MIYOMBONI SECONDARY SCHOOL,IRINGA,173,137,81,4.2763,7,8,1739,1268
S1678,MLOWO SECONDARY SCHOOL,MBEYA,228,217,155,4.2765,7,8,1740,1528
S1879,KALEBEZO SECONDARY SCHOOL,MWANZA,95,92,54,4.2766,7,7,1741,455
S2079,BUTUGURI DAY SECONDARY SCHOOL,MARA ,87,79,49,4.2768,7,8,1742,1926
S2850,MAMSERA SECONDARY SCHOOL,KILIMANJARO,53,42,32,4.2769,7,8,1743,1595
S3845,MALAMA SECONDARY SCHOOL,MBEYA,194,184,113,4.2777,7,8,1744,1789
S4369,NYAMISANGURA SECONDARY SCHOOL,MARA ,216,176,105,4.2777,7,8,1745,1689
S1201,LUFILYO SECONDARY SCHOOL,MBEYA,145,132,95,4.2777,7,7,1746,840
S3997,NKWAMWASI SECONDARY SCHOOL,KILIMANJARO,89,87,57,4.2778,7,8,1747,1116
S4643,GABULANGA SECONDARY SCHOOL,KAGERA,83,79,48,4.2783,7,8,1748,1375
S4485,MIGEZI SECONDARY SCHOOL,KIGOMA,66,59,46,4.2785,7,8,1749,1429
S0833,JANG'OMBE SECONDARY SCHOOL,UNGUJA,172,169,136,4.2786,7,8,1750,1782
S2860,MJIMPYA SECONDARY SCHOOL,MOROGORO,266,237,147,4.2787,7,8,1751,1143
S2915,KILIMATEMBO  SECONDARY SCHOOL,ARUSHA,111,109,64,4.2789,7,8,1752,1499
S5261,LENGIJAVE SECONDARY SCHOOL,ARUSHA,76,66,46,4.2793,7,,1753,
S1459,IMEZU SECONDARY SCHOOL,MBEYA,158,154,97,4.2793,7,7,1754,932
S3119,NANGOMBA SECONDARY SCHOOL,MTWARA,41,21,16,4.2796,7,8,1755,1040
S4169,PENDAMOYO SECONDARY SCHOOL,DAR ES SALAAM,290,274,187,4.2796,7,8,1756,1041
S1814,OSLO HIGH SCHOOL,PWANI,43,41,26,4.2797,7,9,1757,1896
S1143,BUTIMBA DAY SECONDARY SCHOOL,MWANZA,221,162,97,4.2799,7,7,1758,875
S0704,NSHAMBA SECONDARY SCHOOL,KAGERA,102,95,59,4.2799,7,8,1759,1036
S4724,NGANGWE SECONDARY SCHOOL,IRINGA,40,39,29,4.2804,7,8,1760,1765
S2103,ITALE SECONDARY SCHOOL,MBEYA,62,61,48,4.2809,7,8,1761,1266
S1235,MPERA SECONDARY SCHOOL,SHINYANGA,187,182,107,4.2811,7,8,1762,1077
S3690,KANDA SECONDARY SCHOOL,RUKWA,188,168,111,4.2811,7,8,1763,1455
S1957,KINAMWIGULU SECONDARY SCHOOL,SIMIYU,44,42,32,4.2812,7,8,1764,726
S2885,OLESOKOINE SECONDARY SCHOOL,ARUSHA,58,58,33,4.2812,7,8,1765,862
S1416,KIBORILONI SECONDARY SCHOOL,KILIMANJARO,186,175,113,4.2815,7,7,1766,611
S1961,IJUMBI SECONDARY SCHOOL,KAGERA,142,115,84,4.2816,7,8,1767,1796
S3420,RWINGA SECONDARY SCHOOL,RUVUMA,45,38,26,4.2816,7,9,1768,2031
S1208,KISHOGO SECONDARY SCHOOL,KAGERA,124,113,64,4.2819,7,8,1769,1088
S2828,MOUNT CHAFUKWE SECONDARY SCHOOL,NJOMBE,43,41,23,4.2822,7,8,1770,971
S2330,KAGONDO SECONDARY SCHOOL,KAGERA,69,64,39,4.2824,7,7,1771,460
S3837,NYANSHA SECONDARY SCHOOL,KIGOMA,131,124,75,4.2825,7,8,1772,1779
S1533,KIPONZELO SECONDARY SCHOOL,IRINGA,91,88,63,4.2825,7,8,1773,991
S2245,KITUMBA SECONDARY SCHOOL,MWANZA,243,226,146,4.2828,7,7,1774,492
S3191,CHOKAA SECONDARY SCHOOL,MBEYA,65,56,32,4.2829,7,7,1775,373
S2466,KINDAI SECONDARY SCHOOL,SINGIDA,100,92,59,4.2829,7,8,1776,1178
S0788,BUTURI SECONDARY SCHOOL,MARA ,116,98,66,4.283,7,7,1777,638
S4368,KEMAMBO SECONDARY SCHOOL,MARA ,41,38,26,4.283,7,8,1778,1666
S2792,SUKUMA SECONDARY SCHOOL,MWANZA,86,78,52,4.283,7,8,1779,1312
S1129,IGUGUNO SECONDARY SCHOOL,SINGIDA,132,127,82,4.283,7,8,1780,1522
S4123,WELLA SECONDARY SCHOOL,DODOMA,58,48,29,4.2837,7,8,1781,1264
S3431,MAYANGA SECONDARY SCHOOL,MTWARA,45,40,30,4.2838,7,9,1782,1852
S2489,DALAI SECONDARY SCHOOL,DODOMA,48,43,28,4.2842,7,8,1783,1705
S1266,MARETADU SECONDARY SCHOOL,MANYARA,53,49,35,4.2846,7,7,1784,967
S2567,MWAKALEKA SECONDARY SCHOOL,SIMIYU,57,52,31,4.2846,7,8,1785,881
S0712,BARIADI SECONDARY SCHOOL,SIMIYU,197,185,119,4.285,7,8,1786,1168
S1558,MFENESINI SECONDARY SCHOOL,UNGUJA,98,97,72,4.285,7,9,1787,2176
S4164,ULEWE SECONDARY SCHOOL,SHINYANGA,45,36,26,4.2855,7,8,1788,900
S2035,KIKOMBO SECONDARY SCHOOL,DODOMA,55,53,32,4.2856,7,8,1789,1530
S3633,KIAMILI SECONDARY SCHOOL,RUVUMA,106,104,71,4.2861,7,8,1790,2034
S2872,LWANHIMA  SECONDARY SCHOOL,MWANZA,113,96,63,4.2862,7,7,1791,484
S1884,PIUS MSEKWA SECONDARY SCHOOL,MWANZA,101,52,37,4.2865,7,8,1792,772
S2817,NOWU  SECONDARY SCHOOL,MANYARA,112,94,59,4.2869,7,7,1793,688
S1471,SUNGU SECONDARY SCHOOL,KILIMANJARO,95,87,53,4.2869,7,7,1794,590
S0831,NANGWANDA GIRLS SECONDARY SCHOOL,MTWARA,137,131,79,4.2871,7,8,1795,1506
S4825,LESOIT SECONDARY SCHOOL,MANYARA,49,43,22,4.2871,7,8,1796,2079
S3372,KIUSA SECONDARY SCHOOL,KILIMANJARO,162,144,88,4.2876,7,8,1797,1540
S3762,USISYA SECONDARY SCHOOL,TABORA,40,37,23,4.2881,7,8,1798,1647
S2888,MAZAE SECONDARY SCHOOL,DODOMA,50,50,31,4.2882,7,8,1799,1865
S0979,MATOLO SECONDARY SCHOOL,KILIMANJARO,202,195,128,4.2885,7,8,1800,1552
S1246,MIDLANDS SECONDARY SCHOOL,DAR ES SALAAM,64,61,34,4.2888,7,8,1801,1492
S2493,MWATISI SECONDARY SCHOOL,MBEYA,110,107,72,4.289,7,8,1802,1108
S4206,RUHEMBE SECONDARY SCHOOL,MOROGORO,101,80,47,4.289,7,9,1803,2312
S0818,TARAKEA SECONDARY SCHOOL,KILIMANJARO,164,153,99,4.2896,7,8,1804,1317
S0693,MANYARA SECONDARY SCHOOL,ARUSHA,164,159,104,4.2898,7,8,1805,1780
S1652,SHEBOMEZA SECONDARY SCHOOL,TANGA,73,71,54,4.2899,7,7,1806,446
S3526,HUNYARI SECONDARY SCHOOL,MARA ,91,75,48,4.2901,7,8,1807,1083
S2587,BUHINGO SECONDARY SCHOOL,MWANZA,48,39,22,4.2902,7,8,1808,1053
S4309,MUNGONYA SECONDARY SCHOOL,KIGOMA,100,96,64,4.2906,7,8,1809,1396
S3076,MSIRIWA SECONDARY SCHOOL,KILIMANJARO,51,44,27,4.2908,7,7,1810,557
S0412,KANGANI SECONDARY SCHOOL,PEMBA,62,61,51,4.2908,7,8,1811,1225
S3143,IGIMA SECONDARY SCHOOL,NJOMBE,146,141,93,4.2909,7,7,1812,827
S2753,MISITU SECONDARY SCHOOL,DAR ES SALAAM,188,167,106,4.2909,7,8,1813,1537
S1510,ITAKA SECONDARY SCHOOL,MBEYA,60,58,49,4.2911,7,8,1814,1672
S1766,CHUKWANI SECONDARY SCHOOL,UNGUJA,52,51,43,4.2911,7,8,1815,2098
S2867,BUJINGWA SECONDARY SCHOOL,MWANZA,169,144,89,4.2916,7,8,1816,1407
S4966,MWASAUYA SECONDARY  SCHOOL,SINGIDA,47,40,23,4.292,7,8,1817,1148
S4976,MAPINDUZI SECONDARY SCHOOL,UNGUJA,75,74,59,4.2921,7,9,1818,2266
S1773,MIEMBE SABA SECONDARY SCHOOL,PWANI,151,146,92,4.2923,7,8,1819,1181
S3850,SHUHUDIA SECONDARY SCHOOL,KIGOMA,61,57,41,4.2923,7,7,1820,508
S3276,NAGUSI SECONDARY SCHOOL,MARA ,108,84,51,4.2924,7,8,1821,693
S4346,USHORA SECONDARY SCHOOL,SINGIDA,67,62,39,4.2925,7,8,1822,1923
S1985,AYALAGAYA SECONDARY SCHOOL,MANYARA,125,124,66,4.2927,7,8,1823,1710
S2658,BUGISHA SECONDARY SCHOOL,SHINYANGA,75,40,25,4.2928,7,7,1824,415
S1324,HARAMBEE SECONDARY SCHOOL,KILIMANJARO,102,81,55,4.2931,7,8,1825,1329
S2666,NGONGONGARE SECONDARY SCHOOL,ARUSHA,87,83,52,4.2936,7,7,1826,907
S1481,YOMBO SECONDARY SCHOOL,DAR ES SALAAM,43,41,28,4.2937,7,8,1827,1446
S1673,NICODEMUS BANDUKA SECONDARY SCHOOL,LINDI,60,52,19,4.2943,7,8,1828,1772
S0826,MALAMPAKA SECONDARY SCHOOL,SIMIYU,155,145,95,4.2945,7,8,1829,1665
S4183,BINTIMUSA SECONDARY SCHOOL,DAR ES SALAAM,146,102,65,4.2949,7,8,1830,1381
S3031,MWINUKO SECONDARY SCHOOL,MWANZA,143,139,94,4.2951,7,7,1831,939
S2362,NALIMA SECONDARY SCHOOL,RUVUMA,56,53,37,4.2952,7,8,1832,1660
S1180,MSIA SECONDARY SCHOOL,MBEYA,111,102,59,4.2956,7,8,1833,1561
S3458,LIZABONI SECONDARY SCHOOL,RUVUMA,80,72,40,4.2965,7,8,1834,1315
S3715,BUZA SECONDARY SCHOOL,DAR ES SALAAM,402,314,199,4.2967,7,8,1835,1555
S3791,LYOTO SECONDARY SCHOOL,MBEYA,369,323,188,4.2967,7,7,1836,955
S5116,LOSIRWAY SECONDARY SCHOOL,ARUSHA,50,46,31,4.2971,7,,1837,
S3404,IGOMBAVANU SECONDARY SCHOOL,IRINGA,57,50,34,4.2975,7,8,1838,1561
S4573,UWANJA WA TAIFA SECONDARY SCHOOL,MOROGORO,153,149,88,4.2976,7,8,1839,1871
S2843,KELAMFUA SECONDARY SCHOOL,KILIMANJARO,90,83,53,4.2977,7,7,1840,757
S0554,NGUDU SECONDARY SCHOOL,MWANZA,143,139,84,4.2977,7,7,1841,698
S2839,KILAMACHO SECONDARY SCHOOL,KILIMANJARO,80,72,40,4.2984,7,7,1842,686
S1734,KIMWERI SECONDARY SCHOOL,TANGA,90,83,45,4.2985,7,8,1843,2082
S4615,GETAMOCK SECONDARY SCHOOL,ARUSHA,49,49,27,4.2989,7,9,1844,2168
S1177,MAMIRE SECONDARY SCHOOL,MANYARA,51,49,22,4.2989,7,9,1845,2260
S3455,CHANDARUA SECONDARY SCHOOL,RUVUMA,43,40,27,4.2991,7,8,1846,1694
S2837,ALENI SECONDARY SCHOOL,KILIMANJARO,87,85,52,4.2992,7,8,1847,1202
S1718,BEREGE SECONDARY SCHOOL,DODOMA,62,62,43,4.2993,7,8,1848,1188
S1901,KYANYARI SECONDARY SCHOOL,MARA ,133,101,71,4.2997,7,8,1849,1753
S3295,KASHENYE SECONDARY SCHOOL,KAGERA,86,54,35,4.2998,7,8,1850,1381
